10000	260
20000	0
30000	260
40000	0
50000	260
60000	0
70000	260
80000	0
90000	260
100000	0
110000	260
120000	0
130000	260
140000	0
150000	260
160000	0
170000	260
180000	0
190000	260
200000	0
210000	260
220000	0
230000	260
240000	0
250000	260
260000	0
270000	260
280000	0
290000	260
300000	0
310000	260
320000	0
330000	260
340000	0
350000	260
360000	0
370000	260
380000	0
390000	260
400000	0
410000	260
420000	0
430000	260
440000	0
450000	260
460000	0
470000	260
480000	0
490000	260
500000	0
510000	260
520000	0
530000	260
540000	0
550000	260
560000	0
570000	260
580000	0
590000	260
600000	0
610000	260
620000	0
630000	260
640000	0
650000	260
660000	0
670000	260
680000	0
690000	260
700000	0
710000	260
720000	0
730000	260
740000	0
750000	260
760000	0
770000	260
780000	0
790000	260
800000	0
810000	260
820000	0
830000	260
840000	0
850000	260
860000	0
870000	260
880000	0
890000	260
900000	0
910000	260
920000	0
930000	260
940000	0
950000	260
960000	0
970000	260
980000	0
990000	260
1000000	0
1010000	260
1020000	0
1030000	260
1040000	0
1050000	260
1060000	0
1070000	260
1080000	0
1090000	260
1100000	0
1110000	260
1120000	0
1130000	260
1140000	0
1150000	260
1160000	0
1170000	260
1180000	0
1190000	260
1200000	0
1210000	260
1220000	0
1230000	260
1240000	0
1250000	260
1260000	0
1270000	260
1280000	0
1290000	260
1300000	0
1310000	260
1320000	0
1330000	260
1340000	0
1350000	260
1360000	0
1370000	260
1380000	0
1390000	260
1400000	0
1410000	260
1420000	0
1430000	260
1440000	0
1450000	260
1460000	0
1470000	260
1480000	0
1490000	260
1500000	0
1510000	260
1520000	0
1530000	260
1540000	0
1550000	260
1560000	0
1570000	260
1580000	0
1590000	260
1600000	0
1610000	260
1620000	0
1630000	260
1640000	0
1650000	260
1660000	0
1670000	260
1680000	0
1690000	260
1700000	0
1710000	260
1720000	0
1730000	260
1740000	0
1750000	260
1760000	0
1770000	260
1780000	0
1790000	260
1800000	0
1810000	260
1820000	0
1830000	260
1840000	0
1850000	260
1860000	0
1870000	260
1880000	0
1890000	260
1900000	0
1910000	260
1920000	0
1930000	260
1940000	0
1950000	260
1960000	0
1970000	260
1980000	0
1990000	260
2000000	0
2010000	260
2020000	0
2030000	260
2040000	0
2050000	260
2060000	0
2070000	260
2080000	0
2090000	260
2100000	0
2110000	260
2120000	0
2130000	260
2140000	0
2150000	260
2160000	0
2170000	260
2180000	0
2190000	260
2200000	0
2210000	260
2220000	0
2230000	260
2240000	0
2250000	260
2260000	0
2270000	260
2280000	0
2290000	260
2300000	0
2310000	260
2320000	0
2330000	260
2340000	0
2350000	260
2360000	0
2370000	260
2380000	0
2390000	260
2400000	0
2410000	260
2420000	0
2430000	260
2440000	0
2450000	260
2460000	0
2470000	260
2480000	0
2490000	260
2500000	0
2510000	260
