2520000	0
2530000	260
2540000	0
2550000	260
2560000	0
2570000	260
2580000	0
2590000	260
2600000	0
2610000	260
2620000	0
2630000	260
2640000	0
2650000	260
2660000	0
2670000	260
2680000	0
2690000	260
2700000	0
2710000	260
2720000	0
2730000	260
2740000	0
2750000	260
2760000	0
2770000	260
2780000	0
2790000	260
2800000	0
2810000	260
2820000	0
2830000	260
2840000	0
2850000	260
2860000	0
2870000	260
2880000	0
2890000	260
2900000	0
2910000	260
2920000	0
2930000	260
2940000	0
2950000	260
2960000	0
2970000	260
2980000	0
2990000	260
3000000	0
3010000	260
3020000	0
3030000	260
3040000	0
3050000	260
3060000	0
3070000	260
3080000	0
3090000	260
3100000	0
3110000	260
3120000	0
3130000	260
3140000	0
3150000	260
3160000	0
3170000	260
3180000	0
3190000	260
3200000	0
3210000	260
3220000	0
3230000	260
3240000	0
3250000	260
3260000	0
3270000	260
3280000	0
3290000	260
3300000	0
3310000	260
3320000	0
3330000	260
3340000	0
3350000	260
3360000	0
3370000	260
3380000	0
3390000	260
3400000	0
3410000	260
3420000	0
3430000	260
3440000	0
3450000	260
3460000	0
3470000	260
3480000	0
3490000	260
3500000	0
3510000	260
3520000	0
3530000	260
3540000	0
3550000	260
3560000	0
3570000	260
3580000	0
3590000	260
3600000	0
3610000	260
3620000	0
3630000	260
3640000	0
3650000	260
3660000	0
3670000	260
3680000	0
3690000	260
3700000	0
3710000	260
3720000	0
3730000	260
3740000	0
3750000	260
3760000	0
3770000	260
3780000	0
3790000	260
3800000	0
3810000	260
3820000	0
3830000	260
3840000	0
3850000	260
3860000	0
3870000	260
3880000	0
3890000	260
3900000	0
3910000	260
3920000	0
3930000	260
3940000	0
3950000	260
3960000	0
3970000	260
3980000	0
3990000	260
4000000	0
4010000	260
4020000	0
4030000	260
4040000	0
4050000	260
4060000	0
4070000	260
4080000	0
4090000	260
4100000	0
4110000	260
4120000	0
4130000	260
4140000	0
4150000	260
4160000	0
4170000	260
4180000	0
4190000	260
4200000	0
4210000	260
4220000	0
4230000	260
4240000	0
4250000	260
4260000	0
4270000	260
4280000	0
4290000	260
4300000	0
4310000	260
4320000	0
4330000	260
4340000	0
4350000	260
4360000	0
4370000	260
4380000	0
4390000	260
4400000	0
4410000	260
4420000	0
4430000	260
4440000	0
4450000	260
4460000	0
4470000	260
4480000	0
4490000	260
4500000	0
4510000	260
4520000	0
4530000	260
4540000	0
4550000	260
4560000	0
4570000	260
4580000	0
4590000	260
4600000	0
4610000	260
4620000	0
4630000	260
4640000	0
4650000	260
4660000	0
4670000	260
4680000	0
4690000	260
4700000	0
4710000	260
4720000	0
4730000	260
4740000	0
4750000	260
4760000	0
4770000	260
4780000	0
4790000	260
4800000	0
4810000	260
4820000	0
4830000	260
4840000	0
4850000	260
4860000	0
4870000	260
4880000	0
4890000	260
4900000	0
4910000	260
4920000	0
4930000	260
4940000	0
4950000	260
4960000	0
4970000	260
4980000	0
4990000	260
5000000	0
5010000	260
