10000	260
20000	260
30000	260
40000	260
50000	260
60000	260
70000	260
80000	260
90000	260
100000	0
110000	260
120000	260
130000	260
140000	260
150000	260
160000	260
170000	260
180000	260
190000	260
200000	0
210000	260
220000	260
230000	260
240000	260
250000	260
260000	260
270000	260
280000	260
290000	260
300000	0
310000	260
320000	260
330000	260
340000	260
350000	260
360000	260
370000	260
380000	260
390000	260
400000	0
410000	260
420000	260
430000	260
440000	260
450000	260
460000	260
470000	260
480000	260
490000	260
500000	0
510000	260
520000	260
530000	260
540000	260
550000	260
560000	260
570000	260
580000	260
590000	260
600000	0
610000	260
620000	260
630000	260
640000	260
650000	260
660000	260
670000	260
680000	260
690000	260
700000	0
710000	260
720000	260
730000	260
740000	260
750000	260
760000	260
770000	260
780000	260
790000	260
800000	0
810000	260
820000	260
830000	260
840000	260
850000	260
860000	260
870000	260
880000	260
890000	260
900000	0
910000	260
920000	260
930000	260
940000	260
950000	260
960000	260
970000	260
980000	260
990000	260
1000000	0
1010000	260
1020000	260
1030000	260
1040000	260
1050000	260
1060000	260
1070000	260
1080000	260
1090000	260
1100000	0
1110000	260
1120000	260
1130000	260
1140000	260
1150000	260
1160000	260
1170000	260
1180000	260
1190000	260
1200000	0
1210000	260
1220000	260
1230000	260
1240000	260
1250000	260
1260000	260
1270000	260
1280000	260
1290000	260
1300000	0
1310000	260
1320000	260
1330000	260
1340000	260
1350000	260
1360000	260
1370000	260
1380000	260
1390000	260
1400000	0
1410000	260
1420000	260
1430000	260
1440000	260
1450000	260
1460000	260
1470000	260
1480000	260
1490000	260
1500000	0
1510000	260
1520000	260
1530000	260
1540000	260
1550000	260
1560000	260
1570000	260
1580000	260
1590000	260
1600000	0
1610000	260
1620000	260
1630000	260
1640000	260
1650000	260
1660000	260
1670000	260
1680000	260
1690000	260
1700000	0
1710000	260
1720000	260
1730000	260
1740000	260
1750000	260
1760000	260
1770000	260
1780000	260
1790000	260
1800000	0
1810000	260
1820000	260
1830000	260
1840000	260
1850000	260
1860000	260
1870000	260
1880000	260
1890000	260
1900000	0
1910000	260
1920000	260
1930000	260
1940000	260
1950000	260
1960000	260
1970000	260
1980000	260
1990000	260
2000000	0
2010000	260
2020000	260
2030000	260
2040000	260
2050000	260
2060000	260
2070000	260
2080000	260
2090000	260
2100000	0
2110000	260
2120000	260
2130000	260
2140000	260
2150000	260
2160000	260
2170000	260
2180000	260
2190000	260
2200000	0
2210000	260
2220000	260
2230000	260
2240000	260
2250000	260
2260000	260
2270000	260
2280000	260
2290000	260
2300000	0
2310000	260
2320000	260
2330000	260
2340000	260
2350000	260
2360000	260
2370000	260
2380000	260
2390000	260
2400000	0
2410000	260
2420000	260
2430000	260
2440000	260
2450000	260
2460000	260
2470000	260
2480000	260
2490000	260
2500000	0
2510000	260
2520000	260
2530000	260
2540000	260
2550000	260
2560000	260
2570000	260
2580000	260
2590000	260
2600000	0
2610000	260
2620000	260
2630000	260
2640000	260
2650000	260
2660000	260
2670000	260
2680000	260
2690000	260
2700000	0
2710000	260
2720000	260
2730000	260
2740000	260
2750000	260
2760000	260
2770000	260
2780000	260
2790000	260
2800000	0
2810000	260
2820000	260
2830000	260
2840000	260
2850000	260
2860000	260
2870000	260
2880000	260
2890000	260
2900000	0
2910000	260
2920000	260
