segsites pi thetaW tajD het_o fst dxy ibs_bw_mean ibs_bw_skew ibs_bw_blocks_over_1e4 ibs_wi_mean ibs_wi_skew ibs_wi_blocks_over_1e4
87175 0.0016856349367088605 0.0017600517807649593 -0.1475687829226534 0.18672669916833953 0.0651033413523683 0.001741682599631742 618.3513940816645 156.28917961696627 10049 651.2480301266563 549.6094029665387 19358
87034 0.001690066360759494 0.001757205009315715 -0.133351782324318 0.1868531263644093 0.06501721385394905 0.0017462233512756254 614.7744109531843 213.9839913743909 9970 646.128902499521 551.1308870970348 18696
86441 0.0016769116139240508 0.001745232417334142 -0.1366306795584518 0.18727253271017222 0.06694414378783146 0.0017342913081768944 621.6078093270683 143.50963002573218 10467 653.8255341416286 547.6391242649173 19584
86917 0.0016829185126582278 0.0017548427947088956 -0.1430493721193109 0.18760858059988264 0.064443786054944 0.0017382079452956433 617.5803312177352 951.8342143970208 10140 650.6199424760263 549.9770567294602 19632
87050 0.001682192341772152 0.0017575280472106646 -0.14960539690727964 0.18727053417576103 0.06548090259794664 0.0017383309179905319 618.8901772615175 119.77774111334472 10223 651.9816233903324 548.6639513175095 19736
86375 0.0016624237658227844 0.0017438998860174746 -0.16306370717514454 0.1859053545586107 0.06455060420353462 0.001717185049478786 626.0879936900856 158.57675670067545 10339 657.1378682875244 546.5665212104819 19330
86344 0.0016687417721518985 0.0017432740000960097 -0.14921997555871672 0.18648545353469836 0.06705909172893647 0.001725919265181348 622.9302873536495 94.71840126935562 10463 656.327050396361 546.9858564695331 20192
86845 0.0016893298101265824 0.0017533891241816217 -0.12751245209993856 0.18828199666071735 0.06689443813476864 0.0017469969947965602 618.7134461760751 2093.2962905778168 10490 648.9987104032908 545.3021363586695 19858
86396 0.0016751375 0.0017443238732545961 -0.13843374441695294 0.18603725866938284 0.06577894030956873 0.0017315181641178537 621.1066298533193 54.51950703542831 10042 653.5833484771468 548.7295942962702 19140
86728 0.0016762514556962025 0.0017510269095748023 -0.1490441155850312 0.18679838114565075 0.06552261938805386 0.001732306326316577 622.9210312840912 120.3159046263884 10685 655.5458696528071 547.2572250120749 20160
86743 0.0016951868670886073 0.0017513297576013174 -0.11188592108724486 0.1887232975571516 0.06661763839355031 0.001752871720167104 615.0437081028318 162.59021945067855 10551 646.9024905692575 551.7117292017263 20168
86650 0.00169110003164557 0.0017494520998369227 -0.11641334747233774 0.18849192152336985 0.06466004352055883 0.001746876227822037 615.0726825553373 209.15130129433578 10058 647.0976356122064 551.268222585286 18930
87389 0.0016977837341772151 0.0017643724126099115 -0.13172216940436748 0.18732849672155538 0.06659659443639311 0.0017555211042176013 613.1347524392127 83.91788550988932 10397 645.6468894880178 550.892131837868 19654
86806 0.00169488085443038 0.001752601719312682 -0.11494715057808046 0.18878850540285233 0.06627599974517383 0.001752229747098522 612.9737347715809 171.307353047678 10364 643.7145589992871 552.7768550849429 19404
87127 0.0016998169620253164 0.0017590826670801103 -0.11758878096863717 0.18864129374361563 0.06655780905648725 0.001757586647001711 611.8747398153034 80.22261459385636 10405 644.2372423371103 551.542418746322 19526
87730 0.0016949429113924052 0.0017712571577460266 -0.1503740203209234 0.18706770773965578 0.06525424485543901 0.0017513386591923204 613.8390754546984 56.727128245085645 10190 645.8329371544772 552.1256568065306 18990
86988 0.0016943983544303795 0.0017562762753677347 -0.1229678361840288 0.1856911298110084 0.06623609831012978 0.0017519927645569717 614.5032767322868 117.77187141781414 10179 646.4746864349042 551.3907371025872 19626
87455 0.001693345158227848 0.001765704943926579 -0.1430302476473238 0.1868855411354411 0.06449597205202569 0.0017490712928105376 613.5989866590472 165.1952034544026 10199 645.5053505657319 550.8121540361736 19026
86986 0.001695336487341772 0.001756235895630866 -0.12102605456673132 0.18801674982181038 0.06844614551824786 0.0017546522845949708 613.5371479014489 74.22162822589142 10510 647.0493702315606 550.663057995263 19844
87050 0.001697078670886076 0.0017575280472106646 -0.12004338295097972 0.18795117748420445 0.0645109185659814 0.0017529916306949277 611.2849445112512 579.9022643056413 10124 644.2023734132439 548.353195720591 19222
86955 0.0016951903797468352 0.0017556100097094011 -0.12011539068994427 0.1881254671956759 0.06676104706972653 0.0017530029042422675 614.5114612346505 267.1485511830727 10406 647.0317402581067 549.4438731883672 19898
86933 0.0016935818987341771 0.001755165832603845 -0.12246103119042168 0.1882547479093095 0.06662768837952697 0.0017512223691262868 615.6172478627867 77.37637460727704 10593 648.336711236862 549.3925052355562 20170
87654 0.0017036706962025316 0.0017697227277450153 -0.1302656001984015 0.18735425650854495 0.06531479103750257 0.001760529616426362 611.2950536041117 119.33303751367629 10570 643.586186285795 552.1613233322857 20424
87031 0.0016889945253164556 0.0017571444397104117 -0.1353650393090132 0.18663665820224978 0.06554729325237434 0.0017455982504335122 615.7279152048811 78.28007624542305 10022 649.8015813225512 549.8867368625212 19284
87827 0.0017020287974683546 0.0017732155749841593 -0.1401156437127585 0.18778109237478224 0.06535509051452121 0.0017588085783609487 610.6218311559388 185.11847315630936 10406 642.5242860624647 552.4025443529783 19748
87558 0.0016869080379746837 0.0017677845003753172 -0.15967671825580118 0.18604239475547632 0.06455548640640352 0.0017424555696296693 616.3293297276223 85.1480085725056 10177 649.1724129567614 548.2252680000466 19528
87159 0.0016880778164556959 0.0017597287428700095 -0.1421100431078799 0.18755005220344428 0.06524671125594039 0.0017442600034924321 616.1639070958587 181.78128229432932 10564 649.073146439458 549.5652033486423 20028
86446 0.0016844073734177214 0.0017453333666763138 -0.12183519498449917 0.1872483978437406 0.06644823804065894 0.0017416910514374384 619.2979847553834 89.38223710004615 10411 651.3120814661743 548.9551115333417 19512
